CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Parent_Org_ONS_Code,Org_Code,Org_Name,Org_ONS_Code,Expected_delivery_time,Indicator,Unit,Value,Data_Notes
2016-17,K,South West,E12000009,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_ENGLAND,Number,2163222,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_LA,%,85.2959956216364,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_REGION,%,82.3252402391254,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Over three weeks,Letters_sent_LA,Number,13,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Over three weeks,Letters_sent_REGION,Number,8138,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Over three weeks,Letters_sent_ENGLAND,Number,320871,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Over three weeks,Letters_sent_LA,%,0.09920634920634,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Over three weeks,Letters_sent_REGION,%,1.83101475296601,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Over three weeks,Letters_sent_ENGLAND,%,10.6272182058813,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_LA,Number,2201,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_REGION,Number,70418,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_ENGLAND,Number,535239,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_LA,%,16.796398046398,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_REGION,%,15.8437450079086,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_ENGLAND,%,17.727066781659,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Within two weeks,Letters_sent_LA,Number,10890,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Within two weeks,Letters_sent_REGION,Number,365897,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Within two weeks,Letters_sent_ENGLAND,Number,2163222,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Within two weeks,Letters_sent_LA,%,83.1043956043956,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Within two weeks,Letters_sent_REGION,%,82.3252402391254,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MS,Southampton,E06000045,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_LA,Number,7,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_REGION,Number,8138,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_ENGLAND,Number,320871,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_LA,%,0.10505778177997,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_REGION,%,1.83101475296601,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_ENGLAND,%,10.6272182058813,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_LA,Number,1318,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_REGION,Number,70418,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_ENGLAND,Number,535239,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_LA,%,19.780879483716,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_REGION,%,15.8437450079086,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_ENGLAND,%,17.727066781659,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_LA,Number,5338,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_REGION,Number,365897,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_ENGLAND,Number,2163222,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_LA,%,80.1140627345039,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_REGION,%,82.3252402391254,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,18,Devon,E10000008,Over three weeks,Letters_sent_LA,Number,312,
2016-17,K,South West,E12000009,18,Devon,E10000008,Over three weeks,Letters_sent_REGION,Number,8138,
2016-17,K,South West,E12000009,18,Devon,E10000008,Over three weeks,Letters_sent_ENGLAND,Number,320871,
2016-17,K,South West,E12000009,18,Devon,E10000008,Over three weeks,Letters_sent_LA,%,0.75958612294583,
2016-17,K,South West,E12000009,18,Devon,E10000008,Over three weeks,Letters_sent_REGION,%,1.83101475296601,
2016-17,K,South West,E12000009,18,Devon,E10000008,Over three weeks,Letters_sent_ENGLAND,%,10.6272182058813,
2016-17,K,South West,E12000009,18,Devon,E10000008,Two to three weeks,Letters_sent_LA,Number,2109,
2016-17,K,South West,E12000009,18,Devon,E10000008,Two to three weeks,Letters_sent_REGION,Number,70418,
2016-17,K,South West,E12000009,18,Devon,E10000008,Two to three weeks,Letters_sent_ENGLAND,Number,535239,
2016-17,K,South West,E12000009,18,Devon,E10000008,Two to three weeks,Letters_sent_LA,%,5.13451004260499,
2016-17,K,South West,E12000009,18,Devon,E10000008,Two to three weeks,Letters_sent_REGION,%,15.8437450079086,
2016-17,K,South West,E12000009,18,Devon,E10000008,Two to three weeks,Letters_sent_ENGLAND,%,17.727066781659,
2016-17,K,South West,E12000009,18,Devon,E10000008,Within two weeks,Letters_sent_LA,Number,38654,
2016-17,K,South West,E12000009,18,Devon,E10000008,Within two weeks,Letters_sent_REGION,Number,365897,
2016-17,K,South West,E12000009,18,Devon,E10000008,Within two weeks,Letters_sent_ENGLAND,Number,2163222,
2016-17,K,South West,E12000009,18,Devon,E10000008,Within two weeks,Letters_sent_LA,%,94.1059038344491,
2016-17,K,South West,E12000009,18,Devon,E10000008,Within two weeks,Letters_sent_REGION,%,82.3252402391254,
2016-17,K,South West,E12000009,18,Devon,E10000008,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,
2016-17,K,South West,E12000009,19,Dorset,E10000009,Over three weeks,Letters_sent_LA,Number,18,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Over three weeks,Letters_sent_REGION,Number,8138,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Over three weeks,Letters_sent_ENGLAND,Number,320871,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Over three weeks,Letters_sent_LA,%,0.08379498161165,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Over three weeks,Letters_sent_REGION,%,1.83101475296601,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Over three weeks,Letters_sent_ENGLAND,%,10.6272182058813,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Two to three weeks,Letters_sent_LA,Number,1489,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Two to three weeks,Letters_sent_REGION,Number,70418,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Two to three weeks,Letters_sent_ENGLAND,Number,535239,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Two to three weeks,Letters_sent_LA,%,6.9317070899865,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Two to three weeks,Letters_sent_REGION,%,15.8437450079086,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Two to three weeks,Letters_sent_ENGLAND,%,17.727066781659,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Within two weeks,Letters_sent_LA,Number,19974,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Within two weeks,Letters_sent_REGION,Number,365897,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Within two weeks,Letters_sent_ENGLAND,Number,2163222,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Within two weeks,Letters_sent_LA,%,92.9844979284018,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Within two weeks,Letters_sent_REGION,%,82.3252402391254,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,19,Dorset,E10000009,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,"On 1st April 2019 Christchurch (part of Dorset) became part of Bournemouth, Christchurch and Poole LA."
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Over three weeks,Letters_sent_LA,Number,101,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Over three weeks,Letters_sent_REGION,Number,8138,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Over three weeks,Letters_sent_ENGLAND,Number,320871,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Over three weeks,Letters_sent_LA,%,0.28377960720406,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Over three weeks,Letters_sent_REGION,%,1.83101475296601,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Over three weeks,Letters_sent_ENGLAND,%,10.6272182058813,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Two to three weeks,Letters_sent_LA,Number,8422,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Two to three weeks,Letters_sent_REGION,Number,70418,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Two to three weeks,Letters_sent_ENGLAND,Number,535239,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Two to three weeks,Letters_sent_LA,%,23.6632856621055,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Two to three weeks,Letters_sent_REGION,%,15.8437450079086,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Two to three weeks,Letters_sent_ENGLAND,%,17.727066781659,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Within two weeks,Letters_sent_LA,Number,27068,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Within two weeks,Letters_sent_REGION,Number,365897,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Within two weeks,Letters_sent_ENGLAND,Number,2163222,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Within two weeks,Letters_sent_LA,%,76.0529347306903,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Within two weeks,Letters_sent_REGION,%,82.3252402391254,
2016-17,K,South West,E12000009,23,Gloucestershire,E10000013,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Over three weeks,Letters_sent_LA,Number,3712,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Over three weeks,Letters_sent_REGION,Number,8138,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Over three weeks,Letters_sent_ENGLAND,Number,320871,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Over three weeks,Letters_sent_LA,%,4.84949832775919,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Over three weeks,Letters_sent_REGION,%,1.83101475296601,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Over three weeks,Letters_sent_ENGLAND,%,10.6272182058813,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Two to three weeks,Letters_sent_LA,Number,11987,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Two to three weeks,Letters_sent_REGION,Number,70418,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Two to three weeks,Letters_sent_ENGLAND,Number,535239,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Two to three weeks,Letters_sent_LA,%,15.6602738294314,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Two to three weeks,Letters_sent_REGION,%,15.8437450079086,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Two to three weeks,Letters_sent_ENGLAND,%,17.727066781659,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Within two weeks,Letters_sent_LA,Number,60845,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Within two weeks,Letters_sent_REGION,Number,365897,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Within two weeks,Letters_sent_ENGLAND,Number,2163222,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Within two weeks,Letters_sent_LA,%,79.4902278428093,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Within two weeks,Letters_sent_REGION,%,82.3252402391254,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,24,Hampshire,E10000014,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_LA,Number,798,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_REGION,Number,8138,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_ENGLAND,Number,320871,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_LA,%,1.96784375616492,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_REGION,%,1.83101475296601,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_ENGLAND,%,10.6272182058813,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_LA,Number,3997,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_REGION,Number,70418,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_ENGLAND,Number,535239,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_LA,%,9.8564805681594,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_REGION,%,15.8437450079086,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_ENGLAND,%,17.727066781659,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_LA,Number,35757,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_REGION,Number,365897,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_ENGLAND,Number,2163222,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_LA,%,88.1756756756756,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_REGION,%,82.3252402391254,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service. Figures were covered by the South East in previous years.
2016-17,K,South West,E12000009,40,Somerset,E10000027,Over three weeks,Letters_sent_LA,Number,24,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Over three weeks,Letters_sent_REGION,Number,8138,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Over three weeks,Letters_sent_ENGLAND,Number,320871,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Over three weeks,Letters_sent_LA,%,0.08509733007126,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Over three weeks,Letters_sent_REGION,%,1.83101475296601,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Over three weeks,Letters_sent_ENGLAND,%,10.6272182058813,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Two to three weeks,Letters_sent_LA,Number,3956,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Two to three weeks,Letters_sent_REGION,Number,70418,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Two to three weeks,Letters_sent_ENGLAND,Number,535239,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Two to three weeks,Letters_sent_LA,%,14.026876573414,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Two to three weeks,Letters_sent_REGION,%,15.8437450079086,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Two to three weeks,Letters_sent_ENGLAND,%,17.727066781659,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Within two weeks,Letters_sent_LA,Number,24223,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Within two weeks,Letters_sent_REGION,Number,365897,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Within two weeks,Letters_sent_ENGLAND,Number,2163222,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Within two weeks,Letters_sent_LA,%,85.8880260965145,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Within two weeks,Letters_sent_REGION,%,82.3252402391254,
2016-17,K,South West,E12000009,40,Somerset,E10000027,Within two weeks,Letters_sent_ENGLAND,%,71.6457150124597,
2017-18,A,North East,E12000001,00CH,Gateshead,E08000037,Over three weeks,Letters_sent_LA,Number,4852,
2017-18,A,North East,E12000001,00CH,Gateshead,E08000037,Over three weeks,Letters_sent_REGION,Number,32748,
2017-18,A,North East,E12000001,00CH,Gateshead,E08000037,Over three weeks,Letters_sent_ENGLAND,Number,703179,
2017-18,A,North East,E12000001,00CH,Gateshead,E08000037,Over three weeks,Letters_sent_LA,%,43.4338913257541,
2017-18,A,North East,E12000001,00CH,Gateshead,E08000037,Over three weeks,Letters_sent_REGION,%,23.5454833050531,
2017-18,A,North East,E12000001,00CH,Gateshead,E08000037,Over three weeks,Letters_sent_ENGLAND,%,23.0018583256489,
2017-18,A,North East,E12000001,00CH,Gateshead,E08000037,Two to three weeks,Letters_sent_LA,Number,3625,
2017-18,A,North East,E12000001,00CH,Gateshead,E08000037,Two to three weeks,Letters_sent_REGION,Number,36332,
