CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Parent_Org_ONS_Code,Org_Code,Org_Name,Org_ONS_Code,Expected_delivery_time,Indicator,Unit,Value,Data_Notes
2013-14,J,South East,E12000008,00MR,Portsmouth,E06000044,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MR,Portsmouth,E06000044,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_LA,Number,11284,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_REGION,Number,460840,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_ENGLAND,Number,2934751,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_LA,%,99.8760842627013,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_REGION,%,92.8760872894951,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MR,Portsmouth,E06000044,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,From 2015-16 figures for Portsmouth are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Over three weeks,Letters_sent_LA,Number,6,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Over three weeks,Letters_sent_REGION,Number,3003,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Over three weeks,Letters_sent_ENGLAND,Number,31676,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Over three weeks,Letters_sent_LA,%,0.04376367614879,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Over three weeks,Letters_sent_REGION,%,0.60521415270018,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_LA,Number,111,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_REGION,Number,32345,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_ENGLAND,Number,166005,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_LA,%,0.80962800875273,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Within two weeks,Letters_sent_LA,Number,13593,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Within two weeks,Letters_sent_REGION,Number,460840,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Within two weeks,Letters_sent_ENGLAND,Number,2934751,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Within two weeks,Letters_sent_LA,%,99.1466083150985,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Within two weeks,Letters_sent_REGION,%,92.8760872894951,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MS,Southampton,E06000045,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,From 2015-16 figures for Southampton are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_LA,Number,1,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_REGION,Number,3003,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_ENGLAND,Number,31676,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_LA,%,0.01445086705202,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_REGION,%,0.60521415270018,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_LA,Number,5,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_REGION,Number,32345,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_ENGLAND,Number,166005,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_LA,%,0.07225433526011,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_LA,Number,6914,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_REGION,Number,460840,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_ENGLAND,Number,2934751,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_LA,%,99.9132947976878,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_REGION,%,92.8760872894951,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,00MW,Isle of Wight,E06000046,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,From 2015-16 figures for Isle of Wight are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Over three weeks,Letters_sent_LA,Number,807,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Over three weeks,Letters_sent_REGION,Number,3003,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Over three weeks,Letters_sent_ENGLAND,Number,31676,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Over three weeks,Letters_sent_LA,%,2.69107643057222,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Over three weeks,Letters_sent_REGION,%,0.60521415270018,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Two to three weeks,Letters_sent_LA,Number,4227,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Two to three weeks,Letters_sent_REGION,Number,32345,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Two to three weeks,Letters_sent_ENGLAND,Number,166005,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Two to three weeks,Letters_sent_LA,%,14.0956382553021,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Within two weeks,Letters_sent_LA,Number,24954,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Within two weeks,Letters_sent_REGION,Number,460840,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Within two weeks,Letters_sent_ENGLAND,Number,2934751,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Within two weeks,Letters_sent_LA,%,83.2132853141256,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Within two weeks,Letters_sent_REGION,%,92.8760872894951,
2013-14,J,South East,E12000008,11,Buckinghamshire,E10000002,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Over three weeks,Letters_sent_LA,Number,209,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Over three weeks,Letters_sent_REGION,Number,3003,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Over three weeks,Letters_sent_ENGLAND,Number,31676,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Over three weeks,Letters_sent_LA,%,0.79386181486686,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Over three weeks,Letters_sent_REGION,%,0.60521415270018,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Two to three weeks,Letters_sent_LA,Number,4321,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Two to three weeks,Letters_sent_REGION,Number,32345,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Two to three weeks,Letters_sent_ENGLAND,Number,166005,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Two to three weeks,Letters_sent_LA,%,16.4128081437307,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Within two weeks,Letters_sent_LA,Number,21797,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Within two weeks,Letters_sent_REGION,Number,460840,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Within two weeks,Letters_sent_ENGLAND,Number,2934751,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Within two weeks,Letters_sent_LA,%,82.7933300414023,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Within two weeks,Letters_sent_REGION,%,92.8760872894951,
2013-14,J,South East,E12000008,21,East Sussex,E10000011,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Over three weeks,Letters_sent_LA,Number,75,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Over three weeks,Letters_sent_REGION,Number,3003,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Over three weeks,Letters_sent_ENGLAND,Number,31676,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Over three weeks,Letters_sent_LA,%,0.09628963923481,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Over three weeks,Letters_sent_REGION,%,0.60521415270018,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Two to three weeks,Letters_sent_LA,Number,2050,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Two to three weeks,Letters_sent_REGION,Number,32345,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Two to three weeks,Letters_sent_ENGLAND,Number,166005,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Two to three weeks,Letters_sent_LA,%,2.6319168057517,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Within two weeks,Letters_sent_LA,Number,75765,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Within two weeks,Letters_sent_REGION,Number,460840,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Within two weeks,Letters_sent_ENGLAND,Number,2934751,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Within two weeks,Letters_sent_LA,%,97.2717935550135,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Within two weeks,Letters_sent_REGION,%,92.8760872894951,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,24,Hampshire,E10000014,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,From 2015-16 figures for Hampshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,29,Kent,E10000016,Over three weeks,Letters_sent_LA,Number,68,
2013-14,J,South East,E12000008,29,Kent,E10000016,Over three weeks,Letters_sent_REGION,Number,3003,
2013-14,J,South East,E12000008,29,Kent,E10000016,Over three weeks,Letters_sent_ENGLAND,Number,31676,
2013-14,J,South East,E12000008,29,Kent,E10000016,Over three weeks,Letters_sent_LA,%,0.08229556209079,
2013-14,J,South East,E12000008,29,Kent,E10000016,Over three weeks,Letters_sent_REGION,%,0.60521415270018,
2013-14,J,South East,E12000008,29,Kent,E10000016,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,
2013-14,J,South East,E12000008,29,Kent,E10000016,Two to three weeks,Letters_sent_LA,Number,768,
2013-14,J,South East,E12000008,29,Kent,E10000016,Two to three weeks,Letters_sent_REGION,Number,32345,
2013-14,J,South East,E12000008,29,Kent,E10000016,Two to three weeks,Letters_sent_ENGLAND,Number,166005,
2013-14,J,South East,E12000008,29,Kent,E10000016,Two to three weeks,Letters_sent_LA,%,0.92945576008423,
2013-14,J,South East,E12000008,29,Kent,E10000016,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,
2013-14,J,South East,E12000008,29,Kent,E10000016,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,
2013-14,J,South East,E12000008,29,Kent,E10000016,Within two weeks,Letters_sent_LA,Number,81793,
2013-14,J,South East,E12000008,29,Kent,E10000016,Within two weeks,Letters_sent_REGION,Number,460840,
2013-14,J,South East,E12000008,29,Kent,E10000016,Within two weeks,Letters_sent_ENGLAND,Number,2934751,
2013-14,J,South East,E12000008,29,Kent,E10000016,Within two weeks,Letters_sent_LA,%,98.9882486778249,
2013-14,J,South East,E12000008,29,Kent,E10000016,Within two weeks,Letters_sent_REGION,%,92.8760872894951,
2013-14,J,South East,E12000008,29,Kent,E10000016,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_LA,Number,98,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_REGION,Number,3003,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_ENGLAND,Number,31676,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_LA,%,0.24916732348529,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_REGION,%,0.60521415270018,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_LA,Number,571,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_REGION,Number,32345,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_ENGLAND,Number,166005,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_LA,%,1.45178103785817,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_LA,Number,38662,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_REGION,Number,460840,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_ENGLAND,Number,2934751,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_LA,%,98.2990516386565,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_REGION,%,92.8760872894951,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,38,Oxfordshire,E10000025,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,From 2015-16 figures for Oxfordshire are reported under the South West region due to boundary changes within the Screening QA Service.
2013-14,J,South East,E12000008,43,Surrey,E10000030,Over three weeks,Letters_sent_LA,Number,361,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Over three weeks,Letters_sent_REGION,Number,3003,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Over three weeks,Letters_sent_ENGLAND,Number,31676,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Over three weeks,Letters_sent_LA,%,0.58598188488134,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Over three weeks,Letters_sent_REGION,%,0.60521415270018,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Two to three weeks,Letters_sent_LA,Number,4454,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Two to three weeks,Letters_sent_REGION,Number,32345,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Two to three weeks,Letters_sent_ENGLAND,Number,166005,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Two to three weeks,Letters_sent_LA,%,7.22981527773269,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Within two weeks,Letters_sent_LA,Number,56791,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Within two weeks,Letters_sent_REGION,Number,460840,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Within two weeks,Letters_sent_ENGLAND,Number,2934751,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Within two weeks,Letters_sent_LA,%,92.1842028373859,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Within two weeks,Letters_sent_REGION,%,92.8760872894951,
2013-14,J,South East,E12000008,43,Surrey,E10000030,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Over three weeks,Letters_sent_LA,Number,513,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Over three weeks,Letters_sent_REGION,Number,3003,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Over three weeks,Letters_sent_ENGLAND,Number,31676,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Over three weeks,Letters_sent_LA,%,1.15234287254593,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Over three weeks,Letters_sent_REGION,%,0.60521415270018,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Two to three weeks,Letters_sent_LA,Number,10041,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Two to three weeks,Letters_sent_REGION,Number,32345,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Two to three weeks,Letters_sent_ENGLAND,Number,166005,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Two to three weeks,Letters_sent_LA,%,22.5549216047441,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Two to three weeks,Letters_sent_REGION,%,6.5186985578047,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Within two weeks,Letters_sent_LA,Number,33964,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Within two weeks,Letters_sent_REGION,Number,460840,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Within two weeks,Letters_sent_ENGLAND,Number,2934751,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Within two weeks,Letters_sent_LA,%,76.2927355227099,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Within two weeks,Letters_sent_REGION,%,92.8760872894951,
2013-14,J,South East,E12000008,45,West Sussex,E10000032,Within two weeks,Letters_sent_ENGLAND,%,93.689216557614,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Over three weeks,Letters_sent_LA,Number,8,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Over three weeks,Letters_sent_REGION,Number,413,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Over three weeks,Letters_sent_ENGLAND,Number,31676,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Over three weeks,Letters_sent_LA,%,0.08028098344204,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Over three weeks,Letters_sent_REGION,%,0.13807583138032,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Over three weeks,Letters_sent_ENGLAND,%,1.01122705935835,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Two to three weeks,Letters_sent_LA,Number,294,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Two to three weeks,Letters_sent_REGION,Number,6621,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Two to three weeks,Letters_sent_ENGLAND,Number,166005,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Two to three weeks,Letters_sent_LA,%,2.95032614149523,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Two to three weeks,Letters_sent_REGION,%,2.21355951469521,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Two to three weeks,Letters_sent_ENGLAND,%,5.29955638302763,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Within two weeks,Letters_sent_LA,Number,9663,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Within two weeks,Letters_sent_REGION,Number,292077,
2013-14,K,South West,E12000009,00HA,Bath and North East Somerset,E06000022,Within two weeks,Letters_sent_ENGLAND,Number,2934751,
