CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Authorisation_Time,Indicator,Unit,Value
2019-20,R4,East Midlands,0 to 2 Weeks,Samples_Examined,Number,98810
2019-20,R4,East Midlands,0 to 2 Weeks,Samples_Examined,%,35.3100934479246
2019-20,R4,East Midlands,3 to 4 Weeks,Samples_Examined,Number,98048
2019-20,R4,East Midlands,3 to 4 Weeks,Samples_Examined,%,35.0377901263244
2019-20,R4,East Midlands,5 to 6 Weeks,Samples_Examined,Number,47240
2019-20,R4,East Midlands,5 to 6 Weeks,Samples_Examined,%,16.8813765254524
2019-20,R4,East Midlands,7 to 8 Weeks,Samples_Examined,Number,11034
2019-20,R4,East Midlands,7 to 8 Weeks,Samples_Examined,%,3.94303786159701
2019-20,R4,East Midlands,9 to 10 Weeks,Samples_Examined,Number,15239
2019-20,R4,East Midlands,9 to 10 Weeks,Samples_Examined,%,5.44570907856415
2019-20,R4,East Midlands,Over 10 weeks,Samples_Examined,Number,9464
2019-20,R4,East Midlands,Over 10 weeks,Samples_Examined,%,3.38199296013722
2019-20,R5,West Midlands,0 to 2 Weeks,Samples_Examined,Number,55522
2019-20,R5,West Midlands,0 to 2 Weeks,Samples_Examined,%,20.9552565529995
2019-20,R5,West Midlands,3 to 4 Weeks,Samples_Examined,Number,76831
2019-20,R5,West Midlands,3 to 4 Weeks,Samples_Examined,%,28.9977543356419
2019-20,R5,West Midlands,5 to 6 Weeks,Samples_Examined,Number,49590
2019-20,R5,West Midlands,5 to 6 Weeks,Samples_Examined,%,18.7163858013624
2019-20,R5,West Midlands,7 to 8 Weeks,Samples_Examined,Number,39552
2019-20,R5,West Midlands,7 to 8 Weeks,Samples_Examined,%,14.9278179313468
2019-20,R5,West Midlands,9 to 10 Weeks,Samples_Examined,Number,31344
2019-20,R5,West Midlands,9 to 10 Weeks,Samples_Examined,%,11.8299333849144
2019-20,R5,West Midlands,Over 10 weeks,Samples_Examined,Number,12116
2019-20,R5,West Midlands,Over 10 weeks,Samples_Examined,%,4.57285199373478
2019-20,R6,East of England,0 to 2 Weeks,Samples_Examined,Number,264539
2019-20,R6,East of England,0 to 2 Weeks,Samples_Examined,%,76.7975080052139
2019-20,R6,East of England,3 to 4 Weeks,Samples_Examined,Number,41153
2019-20,R6,East of England,3 to 4 Weeks,Samples_Examined,%,11.9470015647544
2019-20,R6,East of England,5 to 6 Weeks,Samples_Examined,Number,6517
2019-20,R6,East of England,5 to 6 Weeks,Samples_Examined,%,1.89193033794631
2019-20,R6,East of England,7 to 8 Weeks,Samples_Examined,Number,5942
2019-20,R6,East of England,7 to 8 Weeks,Samples_Examined,%,1.72500384656697
2019-20,R6,East of England,9 to 10 Weeks,Samples_Examined,Number,5686
2019-20,R6,East of England,9 to 10 Weeks,Samples_Examined,%,1.65068526953548
2019-20,R6,East of England,Over 10 weeks,Samples_Examined,Number,20626
2019-20,R6,East of England,Over 10 weeks,Samples_Examined,%,5.9878709759829
2019-20,R7,London,0 to 2 Weeks,Samples_Examined,Number,491091
2019-20,R7,London,0 to 2 Weeks,Samples_Examined,%,81.0882972136222
2019-20,R7,London,3 to 4 Weeks,Samples_Examined,Number,66903
2019-20,R7,London,3 to 4 Weeks,Samples_Examined,%,11.0469349845201
2019-20,R7,London,5 to 6 Weeks,Samples_Examined,Number,22329
2019-20,R7,London,5 to 6 Weeks,Samples_Examined,%,3.68693498452012
2019-20,R7,London,7 to 8 Weeks,Samples_Examined,Number,10150
2019-20,R7,London,7 to 8 Weeks,Samples_Examined,%,1.67595459236326
2019-20,R7,London,9 to 10 Weeks,Samples_Examined,Number,6221
2019-20,R7,London,9 to 10 Weeks,Samples_Examined,%,1.02720330237358
2019-20,R7,London,Over 10 weeks,Samples_Examined,Number,8931
2019-20,R7,London,Over 10 weeks,Samples_Examined,%,1.47467492260061
