Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Unit,Indicator,Value
21,2019-20,R10,South West,%,Severe_Inv_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R10,South West,%,Gland_neo_<=2wks_All_Ages,95.65217391304350000000
21,2019-20,R10,South West,%,Gland_neo_<=4wks_All_Ages,99.37888198757760000000
21,2019-20,R10,South West,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R10,South West,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R2,North West,%,All_referrals_<=2wks_All_Ages,39.95569758152370000000
21,2019-20,R2,North West,%,All_referrals_<=4wks_All_Ages,66.27569177137050000000
21,2019-20,R2,North West,%,All_referrals_<=8wks_All_Ages,94.72365458638970000000
21,2019-20,R2,North West,%,All_referrals_<=12wks_All_Ages,98.83433800566490000000
21,2019-20,R2,North West,%,Mod_sev_<=2wks_All_Ages,92.97658862876250000000
21,2019-20,R2,North West,%,Mod_sev_<=4wks_All_Ages,98.75139353400220000000
21,2019-20,R2,North West,%,Mod_sev_<=8wks_All_Ages,99.86622073578600000000
21,2019-20,R2,North West,%,Mod_sev_<=12wks_All_Ages,99.97770345596430000000
21,2019-20,R2,North West,%,Severe_Inv_<=2wks_All_Ages,95.65217391304350000000
21,2019-20,R2,North West,%,Severe_Inv_<=4wks_All_Ages,97.82608695652170000000
21,2019-20,R2,North West,%,Severe_Inv_<=8wks_All_Ages,97.82608695652170000000
21,2019-20,R2,North West,%,Severe_Inv_<=12wks_All_Ages,97.82608695652170000000
21,2019-20,R2,North West,%,Gland_neo_<=2wks_All_Ages,96.05263157894740000000
21,2019-20,R2,North West,%,Gland_neo_<=4wks_All_Ages,99.34210526315790000000
21,2019-20,R2,North West,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R2,North West,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R3,Yorkshire and the Humber,%,All_referrals_<=2wks_All_Ages,46.91364549201990000000
21,2019-20,R3,Yorkshire and the Humber,%,All_referrals_<=4wks_All_Ages,74.82295740407990000000
21,2019-20,R3,Yorkshire and the Humber,%,All_referrals_<=8wks_All_Ages,98.94831413169860000000
21,2019-20,R3,Yorkshire and the Humber,%,All_referrals_<=12wks_All_Ages,99.66176936898850000000
21,2019-20,R3,Yorkshire and the Humber,%,Mod_sev_<=2wks_All_Ages,96.44243208279430000000
21,2019-20,R3,Yorkshire and the Humber,%,Mod_sev_<=4wks_All_Ages,98.93272962483830000000
21,2019-20,R3,Yorkshire and the Humber,%,Mod_sev_<=8wks_All_Ages,99.77360931435960000000
21,2019-20,R3,Yorkshire and the Humber,%,Mod_sev_<=12wks_All_Ages,99.80595084087970000000
21,2019-20,R3,Yorkshire and the Humber,%,Severe_Inv_<=2wks_All_Ages,97.36842105263160000000
21,2019-20,R3,Yorkshire and the Humber,%,Severe_Inv_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R3,Yorkshire and the Humber,%,Severe_Inv_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R3,Yorkshire and the Humber,%,Severe_Inv_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R3,Yorkshire and the Humber,%,Gland_neo_<=2wks_All_Ages,99.12280701754390000000
21,2019-20,R3,Yorkshire and the Humber,%,Gland_neo_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R3,Yorkshire and the Humber,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R3,Yorkshire and the Humber,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R4,East Midlands,%,All_referrals_<=2wks_All_Ages,38.67012089810020000000
21,2019-20,R4,East Midlands,%,All_referrals_<=4wks_All_Ages,67.43523316062180000000
21,2019-20,R4,East Midlands,%,All_referrals_<=8wks_All_Ages,99.11053540587220000000
21,2019-20,R4,East Midlands,%,All_referrals_<=12wks_All_Ages,99.66321243523320000000
21,2019-20,R4,East Midlands,%,Mod_sev_<=2wks_All_Ages,94.56713780918730000000
21,2019-20,R4,East Midlands,%,Mod_sev_<=4wks_All_Ages,99.24911660777380000000
21,2019-20,R4,East Midlands,%,Mod_sev_<=8wks_All_Ages,99.91166077738520000000
21,2019-20,R4,East Midlands,%,Mod_sev_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R4,East Midlands,%,Severe_Inv_<=2wks_All_Ages,87.50000000000000000000
21,2019-20,R4,East Midlands,%,Severe_Inv_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R4,East Midlands,%,Severe_Inv_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R4,East Midlands,%,Severe_Inv_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R4,East Midlands,%,Gland_neo_<=2wks_All_Ages,92.85714285714290000000
21,2019-20,R4,East Midlands,%,Gland_neo_<=4wks_All_Ages,98.80952380952380000000
21,2019-20,R4,East Midlands,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R4,East Midlands,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,All_referrals_<=2wks_All_Ages,47.63069397737700000000
21,2019-20,R5,West Midlands,%,All_referrals_<=4wks_All_Ages,74.16692143075510000000
21,2019-20,R5,West Midlands,%,All_referrals_<=8wks_All_Ages,98.86884744726380000000
21,2019-20,R5,West Midlands,%,All_referrals_<=12wks_All_Ages,99.47416692143080000000
21,2019-20,R5,West Midlands,%,Mod_sev_<=2wks_All_Ages,96.54386631219140000000
21,2019-20,R5,West Midlands,%,Mod_sev_<=4wks_All_Ages,99.62020508925180000000
21,2019-20,R5,West Midlands,%,Mod_sev_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Mod_sev_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Severe_Inv_<=2wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Severe_Inv_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Severe_Inv_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Severe_Inv_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Gland_neo_<=2wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Gland_neo_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R5,West Midlands,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R6,East of England,%,All_referrals_<=2wks_All_Ages,33.55674098390550000000
21,2019-20,R6,East of England,%,All_referrals_<=4wks_All_Ages,57.75771668262440000000
21,2019-20,R6,East of England,%,All_referrals_<=8wks_All_Ages,89.79163817079290000000
21,2019-20,R6,East of England,%,All_referrals_<=12wks_All_Ages,94.91633611453060000000
21,2019-20,R6,East of England,%,Mod_sev_<=2wks_All_Ages,82.87181777579280000000
21,2019-20,R6,East of England,%,Mod_sev_<=4wks_All_Ages,96.98526127735600000000
21,2019-20,R6,East of England,%,Mod_sev_<=8wks_All_Ages,99.93300580616350000000
21,2019-20,R6,East of England,%,Mod_sev_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R6,East of England,%,Severe_Inv_<=2wks_All_Ages,98.50746268656720000000
21,2019-20,R6,East of England,%,Severe_Inv_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R6,East of England,%,Severe_Inv_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R6,East of England,%,Severe_Inv_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R6,East of England,%,Gland_neo_<=2wks_All_Ages,96.20253164556960000000
21,2019-20,R6,East of England,%,Gland_neo_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R6,East of England,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R6,East of England,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R7,London,%,All_referrals_<=2wks_All_Ages,28.18297331639140000000
21,2019-20,R7,London,%,All_referrals_<=4wks_All_Ages,49.13711447383620000000
21,2019-20,R7,London,%,All_referrals_<=8wks_All_Ages,97.90227561510910000000
21,2019-20,R7,London,%,All_referrals_<=12wks_All_Ages,99.39008894536210000000
21,2019-20,R7,London,%,Mod_sev_<=2wks_All_Ages,98.22988505747130000000
21,2019-20,R7,London,%,Mod_sev_<=4wks_All_Ages,99.37931034482760000000
21,2019-20,R7,London,%,Mod_sev_<=8wks_All_Ages,99.97701149425290000000
21,2019-20,R7,London,%,Mod_sev_<=12wks_All_Ages,99.97701149425290000000
21,2019-20,R7,London,%,Severe_Inv_<=2wks_All_Ages,100.00000000000000000000
21,2019-20,R7,London,%,Severe_Inv_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R7,London,%,Severe_Inv_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R7,London,%,Severe_Inv_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R7,London,%,Gland_neo_<=2wks_All_Ages,99.33774834437090000000
21,2019-20,R7,London,%,Gland_neo_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R7,London,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R7,London,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R8,South East,%,All_referrals_<=2wks_All_Ages,29.70319634703200000000
21,2019-20,R8,South East,%,All_referrals_<=4wks_All_Ages,48.65296803652970000000
21,2019-20,R8,South East,%,All_referrals_<=8wks_All_Ages,97.78538812785390000000
21,2019-20,R8,South East,%,All_referrals_<=12wks_All_Ages,99.29223744292240000000
21,2019-20,R8,South East,%,Mod_sev_<=2wks_All_Ages,94.97830130192190000000
21,2019-20,R8,South East,%,Mod_sev_<=4wks_All_Ages,99.50402975821450000000
21,2019-20,R8,South East,%,Mod_sev_<=8wks_All_Ages,99.90700557966520000000
21,2019-20,R8,South East,%,Mod_sev_<=12wks_All_Ages,99.90700557966520000000
21,2019-20,R8,South East,%,Severe_Inv_<=2wks_All_Ages,98.21428571428570000000
21,2019-20,R8,South East,%,Severe_Inv_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,R8,South East,%,Severe_Inv_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R8,South East,%,Severe_Inv_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,R8,South East,%,Gland_neo_<=2wks_All_Ages,96.49122807017540000000
21,2019-20,R8,South East,%,Gland_neo_<=4wks_All_Ages,98.24561403508770000000
21,2019-20,R8,South East,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,R8,South East,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,S,South,%,All_referrals_<=2wks_All_Ages,33.46802892894040000000
21,2019-20,S,South,%,All_referrals_<=4wks_All_Ages,58.40202043393410000000
21,2019-20,S,South,%,All_referrals_<=8wks_All_Ages,98.45941912524390000000
21,2019-20,S,South,%,All_referrals_<=12wks_All_Ages,99.55229020778330000000
21,2019-20,S,South,%,Mod_sev_<=2wks_All_Ages,95.03002427494570000000
21,2019-20,S,South,%,Mod_sev_<=4wks_All_Ages,99.38673821387500000000
21,2019-20,S,South,%,Mod_sev_<=8wks_All_Ages,99.93611856394530000000
21,2019-20,S,South,%,Mod_sev_<=12wks_All_Ages,99.94889485115630000000
21,2019-20,S,South,%,Severe_Inv_<=2wks_All_Ages,97.12230215827340000000
21,2019-20,S,South,%,Severe_Inv_<=4wks_All_Ages,100.00000000000000000000
21,2019-20,S,South,%,Severe_Inv_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,S,South,%,Severe_Inv_<=12wks_All_Ages,100.00000000000000000000
21,2019-20,S,South,%,Gland_neo_<=2wks_All_Ages,96.00000000000000000000
21,2019-20,S,South,%,Gland_neo_<=4wks_All_Ages,98.90909090909090000000
21,2019-20,S,South,%,Gland_neo_<=8wks_All_Ages,100.00000000000000000000
21,2019-20,S,South,%,Gland_neo_<=12wks_All_Ages,100.00000000000000000000
