Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_ONS_Code,Parent_Org_Name,Org_Code,Org_ONS_Code,Org_Name,Unit,Indicator,Value
13,2018-19,F,E12000005,West Midlands,00CU,E08000030,Walsall,%,Coverage_5andhalfyears__50-64,75.95633076037360000000
13,2018-19,F,E12000005,West Midlands,00CU,E08000030,Walsall,%,Coverage_in_period__25-64,72.71719858156030000000
13,2018-19,F,E12000005,West Midlands,00CU,E08000030,Walsall,Number,Eligible__25-49,48743
13,2018-19,F,E12000005,West Midlands,00CU,E08000030,Walsall,Number,Eligible__25-64,72192
13,2018-19,F,E12000005,West Midlands,00CU,E08000030,Walsall,Number,Eligible__50-64,23449
13,2018-19,F,E12000005,West Midlands,00CW,E08000031,Wolverhampton,%,Coverage_3andhalfyears__25-49,66.72579214706120000000
13,2018-19,F,E12000005,West Midlands,00CW,E08000031,Wolverhampton,%,Coverage_5andhalfyears__50-64,72.67410228509250000000
13,2018-19,F,E12000005,West Midlands,00CW,E08000031,Wolverhampton,%,Coverage_in_period__25-64,68.55639895071720000000
13,2018-19,F,E12000005,West Midlands,00CW,E08000031,Wolverhampton,Number,Eligible__25-49,49612
13,2018-19,F,E12000005,West Midlands,00CW,E08000031,Wolverhampton,Number,Eligible__25-64,71668
13,2018-19,F,E12000005,West Midlands,00CW,E08000031,Wolverhampton,Number,Eligible__50-64,22056
13,2018-19,F,E12000005,West Midlands,00GA,E06000019,Herefordshire,%,Coverage_3andhalfyears__25-49,72.99660761402190000000
13,2018-19,F,E12000005,West Midlands,00GA,E06000019,Herefordshire,%,Coverage_5andhalfyears__50-64,76.83139218460870000000
13,2018-19,F,E12000005,West Midlands,00GA,E06000019,Herefordshire,%,Coverage_in_period__25-64,74.56574024585780000000
13,2018-19,F,E12000005,West Midlands,00GA,E06000019,Herefordshire,Number,Eligible__25-49,26530
13,2018-19,F,E12000005,West Midlands,00GA,E06000019,Herefordshire,Number,Eligible__25-64,44904
13,2018-19,F,E12000005,West Midlands,00GA,E06000019,Herefordshire,Number,Eligible__50-64,18374
13,2018-19,F,E12000005,West Midlands,00GF,E06000020,Telford and Wrekin,%,Coverage_3andhalfyears__25-49,72.62729786887910000000
13,2018-19,F,E12000005,West Midlands,00GF,E06000020,Telford and Wrekin,%,Coverage_5andhalfyears__50-64,75.94294159223800000000
13,2018-19,F,E12000005,West Midlands,00GF,E06000020,Telford and Wrekin,%,Coverage_in_period__25-64,73.74184630005620000000
13,2018-19,F,E12000005,West Midlands,00GF,E06000020,Telford and Wrekin,Number,Eligible__25-49,30735
13,2018-19,F,E12000005,West Midlands,00GF,E06000020,Telford and Wrekin,Number,Eligible__25-64,46298
13,2018-19,F,E12000005,West Midlands,00GF,E06000020,Telford and Wrekin,Number,Eligible__50-64,15563
13,2018-19,F,E12000005,West Midlands,00GG,E06000051,Shropshire,%,Coverage_3andhalfyears__25-49,77.03057174029110000000
13,2018-19,F,E12000005,West Midlands,00GG,E06000051,Shropshire,%,Coverage_5andhalfyears__50-64,78.15175287262780000000
13,2018-19,F,E12000005,West Midlands,00GG,E06000051,Shropshire,%,Coverage_in_period__25-64,77.49728997289970000000
13,2018-19,F,E12000005,West Midlands,00GG,E06000051,Shropshire,Number,Eligible__25-49,43079
13,2018-19,F,E12000005,West Midlands,00GG,E06000051,Shropshire,Number,Eligible__25-64,73800
13,2018-19,F,E12000005,West Midlands,00GG,E06000051,Shropshire,Number,Eligible__50-64,30721
13,2018-19,F,E12000005,West Midlands,00GL,E06000021,Stoke-on-Trent,%,Coverage_3andhalfyears__25-49,68.75138023938870000000
13,2018-19,F,E12000005,West Midlands,00GL,E06000021,Stoke-on-Trent,%,Coverage_5andhalfyears__50-64,74.83028970264840000000
13,2018-19,F,E12000005,West Midlands,00GL,E06000021,Stoke-on-Trent,%,Coverage_in_period__25-64,70.67220543806650000000
13,2018-19,F,E12000005,West Midlands,00GL,E06000021,Stoke-on-Trent,Number,Eligible__25-49,45282
13,2018-19,F,E12000005,West Midlands,00GL,E06000021,Stoke-on-Trent,Number,Eligible__25-64,66200
13,2018-19,F,E12000005,West Midlands,00GL,E06000021,Stoke-on-Trent,Number,Eligible__50-64,20918
13,2018-19,F,F,West Midlands,F,F,West Midlands,%,Coverage_3andhalfyears__25-49,69.59333705564860000000
13,2018-19,F,F,West Midlands,F,F,West Midlands,%,Coverage_5andhalfyears__50-64,75.73324774046570000000
13,2018-19,F,F,West Midlands,F,F,West Midlands,%,Coverage_in_period__25-64,71.65580808246830000000
13,2018-19,F,F,West Midlands,F,F,West Midlands,Number,Eligible__25-49,1010124
13,2018-19,F,F,West Midlands,F,F,West Midlands,Number,Eligible__25-64,1521070
13,2018-19,F,F,West Midlands,F,F,West Midlands,Number,Eligible__50-64,510946
13,2018-19,G,E12000006,East of England,12,E10000003,Cambridgeshire,%,Coverage_3andhalfyears__25-49,68.20466441502730000000
13,2018-19,G,E12000006,East of England,12,E10000003,Cambridgeshire,%,Coverage_5andhalfyears__50-64,76.71785616998090000000
13,2018-19,G,E12000006,East of England,12,E10000003,Cambridgeshire,%,Coverage_in_period__25-64,70.92692806045230000000
13,2018-19,G,E12000006,East of England,12,E10000003,Cambridgeshire,Number,Eligible__25-49,124946
13,2018-19,G,E12000006,East of England,12,E10000003,Cambridgeshire,Number,Eligible__25-64,183682
13,2018-19,G,E12000006,East of England,12,E10000003,Cambridgeshire,Number,Eligible__50-64,58736
13,2018-19,G,E12000006,East of England,22,E10000012,Essex,%,Coverage_3andhalfyears__25-49,73.99713755035420000000
13,2018-19,G,E12000006,East of England,22,E10000012,Essex,%,Coverage_5andhalfyears__50-64,77.03880764904390000000
13,2018-19,G,E12000006,East of England,22,E10000012,Essex,%,Coverage_in_period__25-64,75.06786222275480000000
13,2018-19,G,E12000006,East of England,22,E10000012,Essex,Number,Eligible__25-49,248738
13,2018-19,G,E12000006,East of England,22,E10000012,Essex,Number,Eligible__25-64,383866
13,2018-19,G,E12000006,East of England,22,E10000012,Essex,Number,Eligible__50-64,135128
13,2018-19,G,E12000006,East of England,26,E10000015,Hertfordshire,%,Coverage_3andhalfyears__25-49,72.77246567272400000000
13,2018-19,G,E12000006,East of England,26,E10000015,Hertfordshire,%,Coverage_5andhalfyears__50-64,77.86183205400050000000
13,2018-19,G,E12000006,East of England,26,E10000015,Hertfordshire,%,Coverage_in_period__25-64,74.44480617277560000000
13,2018-19,G,E12000006,East of England,26,E10000015,Hertfordshire,Number,Eligible__25-49,220670
13,2018-19,G,E12000006,East of England,26,E10000015,Hertfordshire,Number,Eligible__25-64,328669
13,2018-19,G,E12000006,East of England,26,E10000015,Hertfordshire,Number,Eligible__50-64,107999
13,2018-19,G,E12000006,East of England,33,E10000020,Norfolk,%,Coverage_3andhalfyears__25-49,73.79313312107390000000
13,2018-19,G,E12000006,East of England,33,E10000020,Norfolk,%,Coverage_5andhalfyears__50-64,76.87240732106780000000
13,2018-19,G,E12000006,East of England,33,E10000020,Norfolk,%,Coverage_in_period__25-64,74.94766944119480000000
13,2018-19,G,E12000006,East of England,33,E10000020,Norfolk,Number,Eligible__25-49,139452
13,2018-19,G,E12000006,East of England,33,E10000020,Norfolk,Number,Eligible__25-64,223101
13,2018-19,G,E12000006,East of England,33,E10000020,Norfolk,Number,Eligible__50-64,83649
13,2018-19,G,E12000007,East of England,42,E10000029,Suffolk,%,Coverage_3andhalfyears__25-49,73.96391157554870000000
13,2018-19,G,E12000007,East of England,42,E10000029,Suffolk,%,Coverage_5andhalfyears__50-64,76.79445115984570000000
13,2018-19,G,E12000007,East of England,42,E10000029,Suffolk,%,Coverage_in_period__25-64,75.02882913122800000000
13,2018-19,G,E12000007,East of England,42,E10000029,Suffolk,Number,Eligible__25-49,115217
13,2018-19,G,E12000007,East of England,42,E10000029,Suffolk,Number,Eligible__25-64,184709
13,2018-19,G,E12000007,East of England,42,E10000029,Suffolk,Number,Eligible__50-64,69492
13,2018-19,G,E12000006,East of England,00JA,E06000031,Peterborough,%,Coverage_3andhalfyears__25-49,66.84551299465730000000
13,2018-19,G,E12000006,East of England,00JA,E06000031,Peterborough,%,Coverage_5andhalfyears__50-64,74.31938236489230000000
13,2018-19,G,E12000006,East of England,00JA,E06000031,Peterborough,%,Coverage_in_period__25-64,68.94249092004760000000
13,2018-19,G,E12000006,East of England,00JA,E06000031,Peterborough,Number,Eligible__25-49,44172
13,2018-19,G,E12000006,East of England,00JA,E06000031,Peterborough,Number,Eligible__25-64,61399
13,2018-19,G,E12000006,East of England,00JA,E06000031,Peterborough,Number,Eligible__50-64,17227
13,2018-19,G,E12000006,East of England,00KA,E06000032,Luton,%,Coverage_3andhalfyears__25-49,59.44991055456170000000
13,2018-19,G,E12000006,East of England,00KA,E06000032,Luton,%,Coverage_5andhalfyears__50-64,74.72534179687500000000
13,2018-19,G,E12000006,East of England,00KA,E06000032,Luton,%,Coverage_in_period__25-64,63.54575805184600000000
13,2018-19,G,E12000006,East of England,00KA,E06000032,Luton,Number,Eligible__25-49,44720
13,2018-19,G,E12000006,East of England,00KA,E06000032,Luton,Number,Eligible__25-64,61104
13,2018-19,G,E12000006,East of England,00KA,E06000032,Luton,Number,Eligible__50-64,16384
13,2018-19,G,E12000006,East of England,00KB,E06000055,Bedford,%,Coverage_3andhalfyears__25-49,69.19039575289580000000
13,2018-19,G,E12000006,East of England,00KB,E06000055,Bedford,%,Coverage_5andhalfyears__50-64,75.55910543130990000000
13,2018-19,G,E12000006,East of England,00KB,E06000055,Bedford,%,Coverage_in_period__25-64,71.23273636326380000000
13,2018-19,G,E12000006,East of England,00KB,E06000055,Bedford,Number,Eligible__25-49,33152
13,2018-19,G,E12000006,East of England,00KB,E06000055,Bedford,Number,Eligible__25-64,48802
13,2018-19,G,E12000006,East of England,00KB,E06000055,Bedford,Number,Eligible__50-64,15650
13,2018-19,G,E12000006,East of England,00KC,E06000056,Central Bedfordshire,%,Coverage_3andhalfyears__25-49,76.27537474982640000000
13,2018-19,G,E12000006,East of England,00KC,E06000056,Central Bedfordshire,%,Coverage_5andhalfyears__50-64,78.16226857986600000000
13,2018-19,G,E12000006,East of England,00KC,E06000056,Central Bedfordshire,%,Coverage_in_period__25-64,76.93654731423870000000
13,2018-19,G,E12000006,East of England,00KC,E06000056,Central Bedfordshire,Number,Eligible__25-49,48966
13,2018-19,G,E12000006,East of England,00KC,E06000056,Central Bedfordshire,Number,Eligible__25-64,75379
13,2018-19,G,E12000006,East of England,00KC,E06000056,Central Bedfordshire,Number,Eligible__50-64,26413
13,2018-19,G,E12000006,East of England,00KF,E06000033,Southend-on-Sea,%,Coverage_3andhalfyears__25-49,69.49499968942170000000
13,2018-19,G,E12000006,East of England,00KF,E06000033,Southend-on-Sea,%,Coverage_5andhalfyears__50-64,73.96149322107350000000
13,2018-19,G,E12000006,East of England,00KF,E06000033,Southend-on-Sea,%,Coverage_in_period__25-64,70.98715641868830000000
13,2018-19,G,E12000006,East of England,00KF,E06000033,Southend-on-Sea,Number,Eligible__25-49,32198
13,2018-19,G,E12000006,East of England,00KF,E06000033,Southend-on-Sea,Number,Eligible__25-64,48351
13,2018-19,G,E12000006,East of England,00KF,E06000033,Southend-on-Sea,Number,Eligible__50-64,16153
13,2018-19,G,E12000006,East of England,00KG,E06000034,Thurrock,%,Coverage_3andhalfyears__25-49,70.94690026144180000000
13,2018-19,G,E12000006,East of England,00KG,E06000034,Thurrock,%,Coverage_5andhalfyears__50-64,76.26381724392040000000
13,2018-19,G,E12000006,East of England,00KG,E06000034,Thurrock,%,Coverage_in_period__25-64,72.48703225393300000000
13,2018-19,G,E12000006,East of England,00KG,E06000034,Thurrock,Number,Eligible__25-49,33277
13,2018-19,G,E12000006,East of England,00KG,E06000034,Thurrock,Number,Eligible__25-64,46847
13,2018-19,G,E12000006,East of England,00KG,E06000034,Thurrock,Number,Eligible__50-64,13570
13,2018-19,G,E12000006,East of England,00MG,E06000042,Milton Keynes,%,Coverage_3andhalfyears__25-49,69.78857863064280000000
13,2018-19,G,E12000006,East of England,00MG,E06000042,Milton Keynes,%,Coverage_5andhalfyears__50-64,75.68362375455380000000
13,2018-19,G,E12000006,East of England,00MG,E06000042,Milton Keynes,%,Coverage_in_period__25-64,71.48617220284140000000
13,2018-19,G,E12000006,East of England,00MG,E06000042,Milton Keynes,Number,Eligible__25-49,56333
13,2018-19,G,E12000006,East of England,00MG,E06000042,Milton Keynes,Number,Eligible__25-64,79116
13,2018-19,G,E12000006,East of England,00MG,E06000042,Milton Keynes,Number,Eligible__50-64,22783
13,2018-19,G,G,East of England,G,G,East of England,%,Coverage_3andhalfyears__25-49,71.78661477386080000000
13,2018-19,G,G,East of England,G,G,East of England,%,Coverage_5andhalfyears__50-64,76.81555049521250000000
13,2018-19,G,G,East of England,G,G,East of England,%,Coverage_in_period__25-64,73.48676106143390000000
13,2018-19,G,G,East of England,G,G,East of England,Number,Eligible__25-49,1141841
13,2018-19,G,G,East of England,G,G,East of England,Number,Eligible__25-64,1725025
13,2018-19,G,G,East of England,G,G,East of England,Number,Eligible__50-64,583184
13,2018-19,H,E12000007,London,00AB,E09000002,Barking and Dagenham,%,Coverage_3andhalfyears__25-49,65.07239099506230000000
13,2018-19,H,E12000007,London,00AB,E09000002,Barking and Dagenham,%,Coverage_5andhalfyears__50-64,74.03290065544270000000
13,2018-19,H,E12000007,London,00AB,E09000002,Barking and Dagenham,%,Coverage_in_period__25-64,67.27327251491520000000
13,2018-19,H,E12000007,London,00AB,E09000002,Barking and Dagenham,Number,Eligible__25-49,47796
13,2018-19,H,E12000007,London,00AB,E09000002,Barking and Dagenham,Number,Eligible__25-64,63358
13,2018-19,H,E12000007,London,00AB,E09000002,Barking and Dagenham,Number,Eligible__50-64,15562
13,2018-19,H,E12000007,London,00AC,E09000003,Barnet,%,Coverage_3andhalfyears__25-49,60.14125996610670000000
13,2018-19,H,E12000007,London,00AC,E09000003,Barnet,%,Coverage_5andhalfyears__50-64,72.13798332069750000000
13,2018-19,H,E12000007,London,00AC,E09000003,Barnet,%,Coverage_in_period__25-64,63.50753168544470000000
13,2018-19,H,E12000007,London,00AC,E09000003,Barnet,Number,Eligible__25-49,87923
13,2018-19,H,E12000007,London,00AC,E09000003,Barnet,Number,Eligible__25-64,122217
13,2018-19,H,E12000007,London,00AC,E09000003,Barnet,Number,Eligible__50-64,34294
13,2018-19,H,E12000007,London,00AD,E09000004,Bexley,%,Coverage_3andhalfyears__25-49,73.26618193138100000000
13,2018-19,H,E12000007,London,00AD,E09000004,Bexley,%,Coverage_5andhalfyears__50-64,77.05647153960200000000
13,2018-19,H,E12000007,London,00AD,E09000004,Bexley,%,Coverage_in_period__25-64,74.52106139933370000000
13,2018-19,H,E12000007,London,00AD,E09000004,Bexley,Number,Eligible__25-49,44973
13,2018-19,H,E12000007,London,00AD,E09000004,Bexley,Number,Eligible__25-64,67232
13,2018-19,H,E12000007,London,00AD,E09000004,Bexley,Number,Eligible__50-64,22259
13,2018-19,H,E12000007,London,00AE,E09000005,Brent,%,Coverage_3andhalfyears__25-49,57.65854574473080000000
13,2018-19,H,E12000007,London,00AE,E09000005,Brent,%,Coverage_5andhalfyears__50-64,74.21898594006910000000
13,2018-19,H,E12000007,London,00AE,E09000005,Brent,%,Coverage_in_period__25-64,61.94951875005430000000
13,2018-19,H,E12000007,London,00AE,E09000005,Brent,Number,Eligible__25-49,85212
13,2018-19,H,E12000007,London,00AE,E09000005,Brent,Number,Eligible__25-64,115013
13,2018-19,H,E12000007,London,00AE,E09000005,Brent,Number,Eligible__50-64,29801
13,2018-19,H,E12000007,London,00AF,E09000006,Bromley,%,Coverage_3andhalfyears__25-49,72.29276622167030000000
13,2018-19,H,E12000007,London,00AF,E09000006,Bromley,%,Coverage_5andhalfyears__50-64,76.22451937010920000000
13,2018-19,H,E12000007,London,00AF,E09000006,Bromley,%,Coverage_in_period__25-64,73.57158568391060000000
13,2018-19,H,E12000007,London,00AF,E09000006,Bromley,Number,Eligible__25-49,64420
13,2018-19,H,E12000007,London,00AF,E09000006,Bromley,Number,Eligible__25-64,95473
13,2018-19,H,E12000007,London,00AF,E09000006,Bromley,Number,Eligible__50-64,31053
13,2018-19,H,E12000007,London,00AG,E09000007,Camden,%,Coverage_3andhalfyears__25-49,50.90618416530950000000
13,2018-19,H,E12000007,London,00AG,E09000007,Camden,%,Coverage_5andhalfyears__50-64,67.65950245388390000000
13,2018-19,H,E12000007,London,00AG,E09000007,Camden,%,Coverage_in_period__25-64,54.41433566433570000000
13,2018-19,H,E12000007,London,00AG,E09000007,Camden,Number,Eligible__25-49,66929
13,2018-19,H,E12000007,London,00AG,E09000007,Camden,Number,Eligible__25-64,84656
13,2018-19,H,E12000007,London,00AG,E09000007,Camden,Number,Eligible__50-64,17727
13,2018-19,H,E12000007,London,00AH,E09000008,Croydon,%,Coverage_3andhalfyears__25-49,67.39769111677290000000
13,2018-19,H,E12000007,London,00AH,E09000008,Croydon,%,Coverage_5andhalfyears__50-64,76.75068477990210000000
13,2018-19,H,E12000007,London,00AH,E09000008,Croydon,%,Coverage_in_period__25-64,70.25826323895270000000
13,2018-19,H,E12000007,London,00AH,E09000008,Croydon,Number,Eligible__25-49,82031
13,2018-19,H,E12000007,London,00AH,E09000008,Croydon,Number,Eligible__25-64,118174
13,2018-19,H,E12000007,London,00AH,E09000008,Croydon,Number,Eligible__50-64,36143
13,2018-19,H,E12000007,London,00AJ,E09000009,Ealing,%,Coverage_3andhalfyears__25-49,59.07315101710900000000
13,2018-19,H,E12000007,London,00AJ,E09000009,Ealing,%,Coverage_5andhalfyears__50-64,73.58580407593170000000
13,2018-19,H,E12000007,London,00AJ,E09000009,Ealing,%,Coverage_in_period__25-64,62.86470168687490000000
13,2018-19,H,E12000007,London,00AJ,E09000009,Ealing,Number,Eligible__25-49,89076
13,2018-19,H,E12000007,London,00AJ,E09000009,Ealing,Number,Eligible__25-64,120578
13,2018-19,H,E12000007,London,00AJ,E09000009,Ealing,Number,Eligible__50-64,31502
13,2018-19,H,E12000007,London,00AK,E09000010,Enfield,%,Coverage_3andhalfyears__25-49,65.76097854421500000000
13,2018-19,H,E12000007,London,00AK,E09000010,Enfield,%,Coverage_5andhalfyears__50-64,76.88494994255700000000
13,2018-19,H,E12000007,London,00AK,E09000010,Enfield,%,Coverage_in_period__25-64,69.14033285801180000000
13,2018-19,H,E12000007,London,00AK,E09000010,Enfield,Number,Eligible__25-49,69818
13,2018-19,H,E12000007,London,00AK,E09000010,Enfield,Number,Eligible__25-64,100283
13,2018-19,H,E12000007,London,00AK,E09000010,Enfield,Number,Eligible__50-64,30465
13,2018-19,H,E12000007,London,00AL,E09000011,Greenwich,%,Coverage_3andhalfyears__25-49,65.76549752873220000000
13,2018-19,H,E12000007,London,00AL,E09000011,Greenwich,%,Coverage_5andhalfyears__50-64,74.25198637911460000000
13,2018-19,H,E12000007,London,00AL,E09000011,Greenwich,%,Coverage_in_period__25-64,67.86102671614520000000
13,2018-19,H,E12000007,London,00AL,E09000011,Greenwich,Number,Eligible__25-49,67172
13,2018-19,H,E12000007,London,00AL,E09000011,Greenwich,Number,Eligible__25-64,89197
13,2018-19,H,E12000007,London,00AL,E09000011,Greenwich,Number,Eligible__50-64,22025
13,2018-19,H,E12000007,London,00AM,E09000012,Hackney,%,Coverage_3andhalfyears__25-49,60.23372848580930000000
13,2018-19,H,E12000007,London,00AM,E09000012,Hackney,%,Coverage_5andhalfyears__50-64,73.27228501931610000000
13,2018-19,H,E12000007,London,00AM,E09000012,Hackney,%,Coverage_in_period__25-64,62.85667683687370000000
13,2018-19,H,E12000007,London,00AM,E09000012,Hackney,Number,Eligible__25-49,83259
13,2018-19,H,E12000007,London,00AM,E09000012,Hackney,Number,Eligible__25-64,104226
13,2018-19,H,E12000007,London,00AM,E09000012,Hackney,Number,Eligible__50-64,20967
13,2018-19,H,E12000007,London,00AN,E09000013,Hammersmith and Fulham,%,Coverage_3andhalfyears__25-49,52.07272117962470000000
13,2018-19,H,E12000007,London,00AN,E09000013,Hammersmith and Fulham,%,Coverage_5andhalfyears__50-64,66.52016546018610000000
13,2018-19,H,E12000007,London,00AN,E09000013,Hammersmith and Fulham,%,Coverage_in_period__25-64,55.04710453480950000000
13,2018-19,H,E12000007,London,00AN,E09000013,Hammersmith and Fulham,Number,Eligible__25-49,59680
13,2018-19,H,E12000007,London,00AN,E09000013,Hammersmith and Fulham,Number,Eligible__25-64,75152
13,2018-19,H,E12000007,London,00AN,E09000013,Hammersmith and Fulham,Number,Eligible__50-64,15472
13,2018-19,H,E12000007,London,00AP,E09000014,Haringey,%,Coverage_3andhalfyears__25-49,61.39799858595750000000
13,2018-19,H,E12000007,London,00AP,E09000014,Haringey,%,Coverage_5andhalfyears__50-64,74.95655052553170000000
13,2018-19,H,E12000007,London,00AP,E09000014,Haringey,%,Coverage_in_period__25-64,64.75121272284420000000
13,2018-19,H,E12000007,London,00AP,E09000014,Haringey,Number,Eligible__25-49,73548
13,2018-19,H,E12000007,London,00AP,E09000014,Haringey,Number,Eligible__25-64,97714
13,2018-19,H,E12000007,London,00AP,E09000014,Haringey,Number,Eligible__50-64,24166
13,2018-19,H,E12000007,London,00AQ,E09000015,Harrow,%,Coverage_3andhalfyears__25-49,58.86238400373340000000
13,2018-19,H,E12000007,London,00AQ,E09000015,Harrow,%,Coverage_5andhalfyears__50-64,73.34820062092790000000
13,2018-19,H,E12000007,London,00AQ,E09000015,Harrow,%,Coverage_in_period__25-64,63.07805858848080000000
13,2018-19,H,E12000007,London,00AQ,E09000015,Harrow,Number,Eligible__25-49,55713
13,2018-19,H,E12000007,London,00AQ,E09000015,Harrow,Number,Eligible__25-64,78582
13,2018-19,H,E12000007,London,00AQ,E09000015,Harrow,Number,Eligible__50-64,22869
13,2018-19,H,E12000007,London,00AR,E09000016,Havering,%,Coverage_3andhalfyears__25-49,71.42705073343130000000
13,2018-19,H,E12000007,London,00AR,E09000016,Havering,%,Coverage_5andhalfyears__50-64,77.77443220922230000000
13,2018-19,H,E12000007,London,00AR,E09000016,Havering,%,Coverage_in_period__25-64,73.52853216365940000000
13,2018-19,H,E12000007,London,00AR,E09000016,Havering,Number,Eligible__25-49,46971
13,2018-19,H,E12000007,London,00AR,E09000016,Havering,Number,Eligible__25-64,70219
13,2018-19,H,E12000007,London,00AR,E09000016,Havering,Number,Eligible__50-64,23248
13,2018-19,H,E12000007,London,00AS,E09000017,Hillingdon,%,Coverage_3andhalfyears__25-49,64.13271467615840000000
13,2018-19,H,E12000007,London,00AS,E09000017,Hillingdon,%,Coverage_5andhalfyears__50-64,75.79815855554230000000
13,2018-19,H,E12000007,London,00AS,E09000017,Hillingdon,%,Coverage_in_period__25-64,67.45776576044350000000
13,2018-19,H,E12000007,London,00AS,E09000017,Hillingdon,Number,Eligible__25-49,62932
13,2018-19,H,E12000007,London,00AS,E09000017,Hillingdon,Number,Eligible__25-64,88021
13,2018-19,H,E12000007,London,00AS,E09000017,Hillingdon,Number,Eligible__50-64,25089
13,2018-19,H,E12000007,London,00AT,E09000018,Hounslow,%,Coverage_3andhalfyears__25-49,59.70897707179920000000
13,2018-19,H,E12000007,London,00AT,E09000018,Hounslow,%,Coverage_5andhalfyears__50-64,72.73340358271870000000
13,2018-19,H,E12000007,London,00AT,E09000018,Hounslow,%,Coverage_in_period__25-64,63.04153230590040000000
13,2018-19,H,E12000007,London,00AT,E09000018,Hounslow,Number,Eligible__25-49,68998
13,2018-19,H,E12000007,London,00AT,E09000018,Hounslow,Number,Eligible__25-64,92723
13,2018-19,H,E12000007,London,00AT,E09000018,Hounslow,Number,Eligible__50-64,23725
13,2018-19,H,E12000007,London,00AU,E09000019,Islington,%,Coverage_3andhalfyears__25-49,57.31602705629230000000
13,2018-19,H,E12000007,London,00AU,E09000019,Islington,%,Coverage_5andhalfyears__50-64,72.64460870585470000000
13,2018-19,H,E12000007,London,00AU,E09000019,Islington,%,Coverage_in_period__25-64,60.27995508014110000000
13,2018-19,H,E12000007,London,00AU,E09000019,Islington,Number,Eligible__25-49,71111
13,2018-19,H,E12000007,London,00AU,E09000019,Islington,Number,Eligible__25-64,88157
13,2018-19,H,E12000007,London,00AU,E09000019,Islington,Number,Eligible__50-64,17046
13,2018-19,H,E12000007,London,00AW,E09000020,Kensington and Chelsea,%,Coverage_3andhalfyears__25-49,46.81564519287250000000
13,2018-19,H,E12000007,London,00AW,E09000020,Kensington and Chelsea,%,Coverage_5andhalfyears__50-64,60.12819629195670000000
13,2018-19,H,E12000007,London,00AW,E09000020,Kensington and Chelsea,%,Coverage_in_period__25-64,50.30434389957550000000
13,2018-19,H,E12000007,London,00AW,E09000020,Kensington and Chelsea,Number,Eligible__25-49,40856
13,2018-19,H,E12000007,London,00AW,E09000020,Kensington and Chelsea,Number,Eligible__25-64,55365
13,2018-19,H,E12000007,London,00AW,E09000020,Kensington and Chelsea,Number,Eligible__50-64,14509
13,2018-19,H,E12000007,London,00AX,E09000021,Kingston upon Thames,%,Coverage_3andhalfyears__25-49,63.52565118613620000000
13,2018-19,H,E12000007,London,00AX,E09000021,Kingston upon Thames,%,Coverage_5andhalfyears__50-64,73.00881930676150000000
13,2018-19,H,E12000007,London,00AX,E09000021,Kingston upon Thames,%,Coverage_in_period__25-64,66.16870867552070000000
13,2018-19,H,E12000007,London,00AX,E09000021,Kingston upon Thames,Number,Eligible__25-49,37854
13,2018-19,H,E12000007,London,00AX,E09000021,Kingston upon Thames,Number,Eligible__25-64,52481
13,2018-19,H,E12000007,London,00AX,E09000021,Kingston upon Thames,Number,Eligible__50-64,14627
13,2018-19,H,E12000007,London,00AY,E09000022,Lambeth,%,Coverage_3andhalfyears__25-49,63.85380006181390000000
13,2018-19,H,E12000007,London,00AY,E09000022,Lambeth,%,Coverage_5andhalfyears__50-64,73.61857825567500000000
13,2018-19,H,E12000007,London,00AY,E09000022,Lambeth,%,Coverage_in_period__25-64,65.91179132076960000000
13,2018-19,H,E12000007,London,00AY,E09000022,Lambeth,Number,Eligible__25-49,100301
13,2018-19,H,E12000007,London,00AY,E09000022,Lambeth,Number,Eligible__25-64,127085
13,2018-19,H,E12000007,London,00AY,E09000022,Lambeth,Number,Eligible__50-64,26784
13,2018-19,H,E12000007,London,00AZ,E09000023,Lewisham,%,Coverage_3andhalfyears__25-49,66.74745703714210000000
13,2018-19,H,E12000007,London,00AZ,E09000023,Lewisham,%,Coverage_5andhalfyears__50-64,75.68483914467350000000
13,2018-19,H,E12000007,London,00AZ,E09000023,Lewisham,%,Coverage_in_period__25-64,68.98823438496170000000
13,2018-19,H,E12000007,London,00AZ,E09000023,Lewisham,Number,Eligible__25-49,77567
13,2018-19,H,E12000007,London,00AZ,E09000023,Lewisham,Number,Eligible__25-64,103522
13,2018-19,H,E12000007,London,00AZ,E09000023,Lewisham,Number,Eligible__50-64,25955
13,2018-19,H,E12000007,London,00BA,E09000024,Merton,%,Coverage_3andhalfyears__25-49,63.82400869092880000000
13,2018-19,H,E12000007,London,00BA,E09000024,Merton,%,Coverage_5andhalfyears__50-64,72.83200000000000000000
13,2018-19,H,E12000007,London,00BA,E09000024,Merton,%,Coverage_in_period__25-64,66.16531972996580000000
13,2018-19,H,E12000007,London,00BA,E09000024,Merton,Number,Eligible__25-49,53389
13,2018-19,H,E12000007,London,00BA,E09000024,Merton,Number,Eligible__25-64,72139
13,2018-19,H,E12000007,London,00BA,E09000024,Merton,Number,Eligible__50-64,18750
13,2018-19,H,E12000007,London,00BB,E09000025,Newham,%,Coverage_3andhalfyears__25-49,57.59634922221110000000
13,2018-19,H,E12000007,London,00BB,E09000025,Newham,%,Coverage_5andhalfyears__50-64,74.66335197845450000000
13,2018-19,H,E12000007,London,00BB,E09000025,Newham,%,Coverage_in_period__25-64,61.20334857002750000000
